Question	Answer	Source	Metadata	SuggestedQuestions	IsContextOnly	Prompts	QnaId
Evenin' to ya	Good evening.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	59
Evening	Good evening.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	59
Evening chat bot	Good evening.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	59
Evening dude	Good evening.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	59
Evening robot	Good evening.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	59
Evening to you	Good evening.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	59
g'devenin'	Good evening.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	59
A good evening to you	Good evening.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	59
Have a good evening	Good evening.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	59
I hope you have a good evening	Good evening.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	59
Hope you have a great evening	Good evening.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	59
Hope you have a good evening	Good evening.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	59
Here's to a great evening	Good evening.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	59
Here's hoping for a good evening	Good evening.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	59
G'devening	Good evening.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	59
Have a great evening	Good evening.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	59
Good evening	Good evening.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	59
Good evening to you	Good evening.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	59
Good evening robot	Good evening.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	59
Good evening my friend	Good evening.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	59
Good evening dude	Good evening.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	59
Good evening chat bot	Good evening.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	59
I hope you have a great evening	Good evening.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	59
Have a pleasant evening	Good evening.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	59
Good morning sunshine	Good morning!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	60
A blessed morning to you	Good morning!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	60
It's time to rise and shine	Good morning!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	60
It's time to get up	Good morning!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	60
It's a brand new day	Good morning!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	60
Guten Morgen	Good morning!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	60
Mornin'	Good morning!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	60
Good morning to you, bot	Good morning!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	60
Morning	Good morning!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	60
Good morning starshine	Good morning!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	60
good morning my friend	Good morning!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	60
Good morning amigo	Good morning!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	60
Good morning	Good morning!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	60
Get up!	Good morning!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	60
Buenos dias	Good morning!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	60
Good morrow	Good morning!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	60
Rise and shine	Good morning!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	60
Wake up	Good morning!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	60
Up and attem	Good morning!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	60
Top of the morning to you	Good morning!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	60
Top of the morning	Good morning!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	60
Time to wake up	Good morning!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	60
It's time to wake up	Good morning!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	60
Time to get up	Good morning!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	60
Wishing you a good morning	Good morning!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	60
Oh, morning	Good morning!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	60
Oh hey good morning	Good morning!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	60
Morning sunshine	Good morning!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	60
Morning pal	Good morning!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	60
Morning dude	Good morning!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	60
Morning bot	Good morning!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	60
Time to rise and shine	Good morning!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	60
Have yourself a good night	Good night.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	61
I'm headed off to sleep	Good night.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	61
I'm headed off to bed	Good night.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	61
I'm going to sleep	Good night.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	61
I'm going to bed	Good night.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	61
I am heading to sleep	Good night.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	61
I am heading to bed	Good night.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	61
I am headed to bed	Good night.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	61
Buenas noches	Good night.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	61
Have yourself a lovely night	Good night.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	61
I'm heading to sleep	Good night.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	61
Have a good night bot	Good night.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	61
Have a good night	Good night.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	61
Good night to you	Good night.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	61
Good night bot	Good night.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	61
Good night	Good night.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	61
G'night	Good night.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	61
Don't let the bedbugs bite	Good night.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	61
Hope you have a good night	Good night.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	61
Nighty night, don't let the bed bugs bite	Good night.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	61
Time to sleep	Good night.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	61
Time to go to sleep	Good night.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	61
Time for bed	Good night.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	61
Sweet dreams	Good night.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	61
Sleep well	Good night.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	61
Shutting down for the night	Good night.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	61
See you tomorrow morning	Good night.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	61
I'm headed to bed	Good night.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	61
Pleasant dreams	Good night.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	61
I'm heading to bed	Good night.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	61
Nighty night	Good night.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	61
Nighters	Good night.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	61
Night bot	Good night.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	61
Night	Good night.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	61
I'm turning in for the night	Good night.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	61
I'm turning in	Good night.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	61
I'm shutting down for the night	Good night.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	61
Time to turn in	Good night.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	61
See you in the morning	Good night.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	61
Hey, how are you?	I'm great, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	62
Are you doing good?	I'm great, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	62
How are you feeling?	I'm great, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	62
How are you doing?	I'm great, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	62
How are ya?	I'm great, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	62
How are things?	I'm great, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	62
How are you?	I'm great, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	62
How are you going?	I'm great, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	62
How art thou?	I'm great, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	62
Greetings, Bot. How are you doing?	I'm great, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	62
Are you feeling well?	I'm great, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	62
Are you feeling OK?	I'm great, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	62
Are you feeling good?	I'm great, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	62
Are you doing well?	I'm great, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	62
Are you doing OK?	I'm great, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	62
How are things going?	I'm great, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	62
How's it going?	I'm great, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	62
Say, how are you doing?	I'm great, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	62
How's tricks?	I'm great, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	62
How's the day treating you?	I'm great, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	62
How's life?	I'm great, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	62
How's life treating you?	I'm great, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	62
How are you today?	I'm great, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	62
How's it hangin?	I'm great, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	62
Yo, how are you?	I'm great, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	62
How'd you sleep last night?	I'm great, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	62
How you doing?	I'm great, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	62
How you doing bot?	I'm great, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	62
How ya doing?	I'm great, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	62
How is the day treating you?	I'm great, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	62
How is the day treating ya?	I'm great, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	62
How's it hanging?	I'm great, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	62
How are you today, Felix?	I'm great, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	62
How is Tuesday going	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
How is your Friday	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
How is your day?	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
How is your day so far	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
How is your day going so far	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
How is your day going	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
How is Wednesday so far	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
How is Wednesday going so far	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
How is Wednesday going	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
How is Wednesday	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
How is your Wednesday going so far	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
How is Tuesday going so far	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
How is your Friday so far	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
How is Tuesday	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
How is Thursday so far	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
How is Thursday going so far	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
How is Thursday going	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
How is Thursday	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
How is the day going thus far?	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
How is the day going so far?	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
How is Sunday so far	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
How is Sunday going so far	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
How is Sunday going	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
How is Tuesday so far	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
How is your Sunday going	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
Alright, tell me about your day	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
How is your Wednesday	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
How is your Tuesday so far	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
How is your Tuesday going so far	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
How is your Tuesday going	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
How is your Tuesday	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
How is your Thursday so far	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
How is your Thursday going so far	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
How is your Thursday going	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
How is your Thursday	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
How is your Friday going	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
How is your Sunday going so far	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
How is your Friday going so far	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
How is your Sunday	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
How is your Saturday so far	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
How is your Saturday going so far	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
How is your Saturday going	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
How is your Saturday	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
How is your Monday so far	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
How is your Monday going so far	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
How is your Monday going	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
How is your Monday	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
How is Saturday going so far	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
How is your Sunday so far	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
Did you have a groovy day?	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
How is Sunday	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
Have a good day?	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
Have a fun day?	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
Has it been a swell day?	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
Has it been a super day?	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
Has it been a good day?	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
Give me the details about your day	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
Dude I wanna hear about your day	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
Do me a favor and tell me about your day	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
Dish about your day	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
Having a good day?	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
Did you have a lovely day?	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
How are you doing on this day?	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
Did you have a good day?	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
Did you have a good day or a bad day?	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
Did you have a fun day?	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
Did you have a decent day?	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
Did you enjoy your day?	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
Did you enjoy the day?	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
Been having a good day?	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
Are you having a good day?	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
Are you having a good day today?	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
Are you having a good day so far?	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
Did you have an okay day?	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
How has your tuesday been?	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
How is your Wednesday so far	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
How is Saturday going	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
How is Saturday	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
How is Monday so far	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
How is Monday going so far	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
How is Monday going	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
How is Monday	Lovely, thanks for asking!	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	63
